Tiempo,Dilatacion,Temperatura,Densidad,Volumen,Presion,salinidad,F7,F8,Respuesta
40,3,75.83194633201946,21.990651214952052,99.24726694733641,0.5435547105152929,9.472748000539303,9.078752475952905,7.470532038192864,1
41,9,61.79362174056898,28.08319982560924,69.45505350313027,-0.23709034083066,10.191567459993596,9.904044441637252,3.228107575852249,0
42,6,96.57343799177427,39.49835795777455,38.51929309527795,2.163551605576567,11.485316626689515,10.387359400512857,10.722550605555803,1
43,8,69.50982834658492,22.006669640348456,42.08977114654544,1.9806559236827954,9.217040026679635,9.789389761544678,9.412095787614316,0
44,6,76.25539927323919,34.106902249376446,75.15062668402217,-1.9127699886806617,10.498304974281998,9.849991883832447,9.783005703293519,1
45,8,68.63096045553986,41.396055309587446,61.319098560318835,-0.6884055927895292,10.494297939680916,10.066770195923826,7.202254951082798,0
46,0,6.524997491818285,30.959487191041305,56.955404870486255,1.4664345645133046,9.176432309737443,9.976282682386818,8.344878434790107,0
47,5,21.235662789813702,19.623592966585047,58.30940757200686,2.453993715596787,9.915306708381458,9.760689665368254,11.524633451225364,0
48,3,61.7190727135307,38.38555921271674,35.88549426768102,1.215493754694493,11.21089207654362,9.178455500991296,6.15434045331874,0
49,8,6.9640463372309895,32.54040338387337,67.86367036516994,-1.350078436540545,11.855881280533985,9.128321152395873,9.610352773827458,1
50,0,44.438946302724034,39.42482200143989,43.32785624059626,0.7246578977971428,9.879196099616815,10.74739148889469,11.13165080007423,1
51,8,5.849193364217764,10.882060107996207,43.156820268903864,1.135749194547574,10.768678101768282,9.684018690797242,12.917951599944173,1
52,8,72.94214973440575,20.919634129737528,14.000444755616941,0.04787377830167606,10.168133194577488,8.447147793486307,23.13216345066249,0
53,6,24.284917313217903,18.838448252519026,82.43403589680095,-0.2049349274453387,9.384665421002154,10.59448288499515,6.976973941642973,0
54,4,52.56859206847635,27.355537175039526,96.96988532811609,-0.20563086747096218,9.751384910082399,9.778398357379706,5.227595656518335,0
55,10,65.5136917685597,35.31767770659947,17.20632201957263,-0.320347675339844,10.653250926685796,9.863714084489235,6.658821882016735,0
56,2,20.646004230589853,28.206809448280666,98.84150116001081,0.30631096233394844,9.392495490467637,7.748503766456328,11.272605994691478,1
57,8,48.591022542491814,25.099019863040134,45.3685278071723,-1.357779753065242,8.341685628414892,8.799584274225387,14.773833448295733,1
58,9,25.44924782861262,23.860233910162947,11.663150345747475,-0.3729283456511105,9.579918163372408,8.19104858540056,6.354693902325566,0
59,6,34.478173581364636,34.132255327171436,40.74780395205522,0.4317604846470261,9.792216931333368,10.639745098980146,6.615191618008908,0
60,9,16.867221460480174,25.457591114106478,98.56904408969115,0.8356190654078237,8.248585924040913,10.57522438095961,8.123623337242764,0
61,2,12.382104290209096,19.590459758505034,14.689760183536842,-0.6192907028025335,9.711954094807814,9.666561851282246,8.570816725592984,1
62,0,81.88221012490989,26.171569483551767,61.26772519389107,-1.074589654675741,9.97759195629763,9.446110698978204,8.52050839158282,0
63,10,26.803350513422973,18.56828561887699,56.81375626506612,0.47939104534814725,9.266390034404616,9.844960448697224,10.862798849691774,1
64,9,26.780756384194117,10.393861545666411,46.79850048933794,-0.7028562563763715,11.206656651526727,8.679111389357427,4.827723997778975,1
65,3,3.25578516974413,24.554336378398727,93.87074919953417,1.7106343369434462,9.416797622042957,10.53602935536042,19.89910194918202,0
66,8,55.74153942110007,25.50754769965975,98.68012105029658,-0.9147137518047821,10.142113472759902,10.026989620433016,9.443883227376729,1
67,2,28.127847976921984,18.308776265392655,65.46911104022823,1.5308604177051561,11.812062874824338,9.314855025141558,10.796538096136729,1
68,10,63.24490396893043,32.26690368094151,44.79118017267039,1.4982419401776799,11.363748265495646,10.572289503918187,4.642975094604202,0
69,7,16.229846947177407,42.568990545685914,61.18393637489368,0.051550914188574465,10.699865778030617,9.995074253339896,14.78739562844452,0
70,3,36.407834812533245,48.853454472032254,39.362949419297905,-0.004629130098002976,11.53164178702134,9.805932374487439,1.9288552155662977,0
71,7,15.491786753616443,22.52573123462586,45.94570308182941,0.5467986289090415,11.06252349658141,10.794915875733693,4.478302229895581,1
72,8,96.79207460614444,21.22879134458811,21.690237135817895,0.747836219002833,10.309654266227676,8.294588420686207,8.455210196905625,0
73,3,94.30297238637927,47.255617848012534,43.59787155132091,2.6487746239971472,10.903306506819606,11.330650387748584,7.961917547561311,1
74,3,44.49215627586379,21.51114949775939,86.85249560669132,1.5144202119181365,8.906464713449509,11.573661941206316,6.632026421916744,0
75,0,44.68752069557343,40.20907697394011,33.29287916679526,-1.0957326663297293,12.6811773835641,7.74025078420919,13.747713708019461,0
76,7,19.582316169653513,26.315831924385616,10.743421682103078,-0.010392458538302155,10.073761822277278,7.847878547801711,9.09119330896639,1
77,0,88.1010291577092,25.075304147930876,93.3557151149673,-1.6736110974692513,10.545592143050582,9.738911802547833,5.832690726731109,0
78,2,17.84704857765822,22.401580295993092,92.94161505629404,1.1928164883860353,8.098244292154192,11.217468275290717,5.600829812147346,1
79,2,46.50436092239666,35.90501813774362,50.98789807813706,0.3370920183497212,10.177058798709377,10.488577603208299,9.111777557265878,1
80,0,41.41174090412044,15.043435269951146,43.679109413114745,-1.3359867699140828,8.481939385293717,9.454360814469178,8.849230228502668,1
81,1,63.56594778545674,33.7893241828186,87.88195543694768,0.5384628525312245,11.024250908284692,10.511093124259443,17.172824280785804,1
82,1,68.94410466941946,15.519645380638863,77.99877766849448,0.5746774453982265,8.392895048896877,9.99607292327277,5.119358668415365,1
83,9,73.77930471823045,19.083696619891445,40.550061029344334,0.026634241663776866,8.978237552652095,8.761158855074457,15.619970039238781,0
84,4,86.1031194301768,21.62196596783925,84.76874545067199,1.4307057489547417,10.990911410523816,10.572873231076564,8.041305914594153,1
85,3,35.339056122155235,15.397220907189372,52.64555786038296,0.34397462630170933,11.280314791249832,9.60778983525532,4.0363539537683195,1
86,10,73.74650414523666,34.821140161113505,80.30819618569832,1.172495612577954,10.193192311495467,8.720487620157957,8.875016144521599,0
87,3,10.350648764929682,46.23154581000707,82.73217931776064,-0.9729482242240639,9.638165420653962,11.556142260343707,18.791699734473713,0
88,7,90.53967795611094,32.34008374773658,78.56177055505582,-0.1675067971804932,10.072950095234653,8.488649179915637,13.435847143085851,0
89,10,75.50061613204075,47.46211180668753,62.46490442651431,1.0143980537436594,10.525115508832192,9.336013573082814,10.385282962389992,0
90,3,3.1132020088463386,23.45368096103339,86.65324633636273,1.750766482446892,9.695606007484503,10.59166362048106,9.426842942450216,1
91,8,86.82413794136185,27.73104322745542,28.21725128924557,-0.8576539577311169,10.391534169924038,9.517399364095033,5.512335052131639,1
92,6,48.38805257387202,34.489038161548685,58.03137663950505,1.260016694985341,11.961343536471071,10.788367708107332,17.54809682949313,1
93,4,18.395639485169156,39.59799807692488,72.42255327441052,-0.9435908042949696,9.694836882414002,10.004667870871605,13.328908752266331,1
94,6,39.7012015963927,48.12109550270638,66.24354348251273,0.4107496222877284,10.661902996977744,7.299112981656113,13.82002354402244,1
95,6,2.523608737877492,34.01562190994319,67.93349741946972,-1.4124931033267845,8.996803059247686,10.01993350723833,3.3112023692395542,0
96,7,67.68801454517438,31.906245340477287,49.8179815138605,-1.136930787026895,11.308901898391365,9.113754066558263,6.92687349084678,1
97,7,11.625594768947566,11.828865693548455,83.16073059377383,0.14402017937626435,9.575160230106047,10.67427899739436,5.578805425076931,0
98,7,48.4297025398845,12.921089035892322,91.58411219412476,0.8275443323076539,10.386311462130813,11.341712259180834,4.535165145728258,0
99,9,25.721079585404272,47.45001378605765,19.512647156818808,0.5459882930933985,10.02620264195775,10.680554067586167,8.462948554336322,1
100,8,58.925262754458906,45.6538288864277,92.63080910810979,0.3407846210293765,10.797111793819269,10.336842659724384,8.998077830889297,0
